DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_063_22_00_2019_064_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70015 79251184000  70025 43281184000
INIREV 48261
OBSINF SLR n = 67
OBSINF GPC n = 11251
OBSINF GPP n = 11251
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 13 11 13 mm, 33 21 26 mu/s
QUALCO RMS_Obs_Laser            = 33 mm; n = 67,  elim = 0
QUALCO RMS_Obs_GPScode          = 447 mm; n = 10696, elim = 555
QUALCO RMS_Obs_GPSphase         = 6 mm; n = 10696, elim = 555
TFRAME TT
TT-UTC 69184 ms
RFRAME CTS
MRELAT  Post Newt. IERS-2003
MNUTAT  IAU200OA compl.+off.
MPOTER  COMB-Projekt D1 + CH
MPOLUN  FERRARI77
METID   IERS-Conv. (1996)
MOTID   EOT11a, Load Love Nu
MATMOS  DTM 94bis
MALBED  No Albedo
MEPHEM  DE200/LE200
COMENT The ORBIT line marks end of the header and start of the trajectory records
COMENT The trajectory records end at the end of file
ORBIT
 7001584471184000  1313215441 -6063711773 -3003317858 -8185450967-35257570040 67742303003      0      0   3000    0 WA 
 7001584501184000  1287721008 -6166103438 -2798478587 -8807664499-32996786693 68804752376      0      0   3000    0 WA 
 7001584531184000  1260388923 -6261653254 -2590564684 -9410410021-30696765609 69791863323      0      0   3000    0 WA 
 7001584561184000  1231278849 -6350247385 -2379803877 -9992855376-28360100182 70702507636      0      0   3000    0 WA 
 7001584591184000  1200452892 -6431779850 -2166427153-10554201202-25989431360 71535640656      0      0   3000    0 WA 
 7001584621184000  1167975507 -6506152655 -1950668507-11093682588-23587445374 72290303038      0      0   3000    0 WA 
 7001584651184000  1133913391 -6573275932 -1732764680-11610570714-21156870450 72965622687      0      0   3000    0 WA 
 7001584681184000  1098335369 -6633068054 -1512954899-12104173945-18700472944 73560816559      0      0   3000    0 WA 
 7001584711184000  1061312287 -6685455746 -1291480602-12573838328-16221053284 74075192027      0      0   3000    0 WA 
 7001584741184000  1022916895 -6730374181 -1068585170-13018947952-13721442250 74508147174      0      0   3000    0 WA 
 7001584771184000   983223733 -6767767066  -844513654-13438925783-11204498109 74859171138      0      0   3000    0 WA 
 7001584801184000   942309011 -6797586719  -619512497-13833234563 -8673103572 75127844884      0      0   3000    0 WA 
 7001584831184000   900250492 -6819794140  -393829264-14201377626 -6130162187 75313841871      0      0   3000    0 WA 
 7001584861184000   857127367 -6834359066  -167712359-14542899806 -3578594961 75416928238      0      0   3000    0 WA 
 7001584891184000   813020128 -6841260019    58589252-14857388518 -1021337563 75436964109      0      0   3000    0 WA 
 7001584921184000   768010441 -6840484346   284826327-15144474343  1538664565 75373905264      0      0   3000    0 WA 
 7001584951184000   722181013 -6832028237   510749636-15403830874  4098461287 75227802010      0      0   3000    0 WA 
 7001584981184000   675615469 -6815896736   736110236-15635174939  6655100068 74998797960      0      0   3000    0 WA 
 7001585011184000   628398217 -6792103747   960659757-15838267275  9205628313 74687130809      0      0   3000    0 WA 
 7001585041184000   580614314 -6760672026  1184150687-16012913030 11747097221 74293133642      0      0   3000    0 LA 
 7001585071184000   532349337 -6721633163  1406336655-16158961890 14276567335 73817235143      0      0   3000    0 LA 
 7001585101184000   483689246 -6675027547  1626972715-16276308291 16791113216 73259956991      0      0   3000    0 LA 
 7001585131184000   434720252 -6620904319  1845815627-16364891370 19287824768 72621912642      0      0   3000    0 LA 
 7001585161184000   385528679 -6559321324  2062624130-16424694898 21763811450 71903809931      0      0   3000    0 WA 
 7001585191184000   336200835 -6490345039  2277159226-16455747224 24216210212 71106449095      0      0   3000    0 WA 
 7001585221184000   286822876 -6414050485  2489184451-16458120577 26642187379 70230717731      0      0   3000    0 WA 
 7001585251184000   237480676 -6330521142  2698466134-16431931438 29038938309 69277591482      0      0   3000    0 WA 
 7001585281184000   188259690 -6239848853  2904773667-16377341866 31403693436 68248135171      0      0   3000    0 WA 
 7001585311184000   139244819 -6142133707  3107879762-16294559098 33733724287 67143497928      0      0   3000    0 WA 
 7001585341184000    90520279 -6037483920  3307560700-16183833210 36026343428 65964909415      0      0   3000    0 WA 
 7001585371184000    42169473 -5926015706  3503596576-16045455763 38278905045 64713681460      0      0   3000    0 LA 
 7001585401184000    -5725136 -5807853148  3695771541-15879760155 40488809773 63391208302      0      0   3000    0 LA 
 7001585431184000   -53082144 -5683128055  3883874052-15687121484 42653508747 61998964148      0      0   3000    0 LA 
 7001585461184000   -99821336 -5551979799  4067697105-15467956045 44770506573 60538501476      0      0   3000    0 LA 
