DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_066_22_00_2019_067_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70045 79251184000  70055 43281184000
INIREV 48306
OBSINF SLR n = 85
OBSINF GPC n = 11692
OBSINF GPP n = 11692
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 93 103 63 mm, 231 243 172 mu/s
QUALCO RMS_Obs_Laser            = 31 mm; n = 85,  elim = 0
QUALCO RMS_Obs_GPScode          = 460 mm; n = 11107, elim = 585
QUALCO RMS_Obs_GPSphase         = 6 mm; n = 11107, elim = 585
TFRAME TT
TT-UTC 69184 ms
RFRAME CTS
MRELAT  Post Newt. IERS-2003
MNUTAT  IAU200OA compl.+off.
MPOTER  COMB-Projekt D1 + CH
MPOLUN  FERRARI77
METID   IERS-Conv. (1996)
MOTID   EOT11a, Load Love Nu
MATMOS  DTM 94bis
MALBED  No Albedo
MEPHEM  DE200/LE200
COMENT The ORBIT line marks end of the header and start of the trajectory records
 7005530771184000  -509291760  1499060568  6693124984 61385380985-43776835248 14443411247      0      0      0    0 LA 
 7005530801184000  -325180088  1366532668  6732766608 61343986588-44567023763 11981931681      0      0      0    0 LA 
 7005530831184000  -141298179  1231707445  6765003484 61232255624-45308195228  9507362776      0      0      0    0 LA 
 7005530861184000    42143451  1094733625  6789800398 61050532253-45999240209  7022407693      0      0      0    0 WA 
 7005530891184000   224935443   955763186  6807130257 60799240001-46639104341  4529779598      0      0      0    0 WA 
 7005530921184000   406869822   814951180  6816974123 60478880879-47226789603  2032199574      0      0      0    0 WA 
 7005530951184000   587740238   672455569  6819321229 60090034882-47761356029  -467605812      0      0      0    0 WD 
 7005530981184000   767342199   528437045  6814168992 59633359109-48241923239 -2966907474      0      0      0    0 WD 
 7005531011184000   945473294   383058851  6801523017 59109586937-48667671574 -5462976595      0      0      0    0 WD 
 7005531041184000  1121933430   236486595  6781397091 58519526942-49037842985 -7953087517      0      0      0    0 WD 
 7005531071184000  1296525048    88888067  6753813171 57864061664-49351742141-10434519651      0      0      0    0 WD 
 7005531101184000  1469053348   -59566953  6718801365 57144147291-49608738992-12904560043      0      0      0    0 WD 
 7005531131184000  1639326509  -208706899  6676399903 56360812139-49808270729-15360508418      0      0      0    0 WD 
 7005531161184000  1807155896  -358358614  6626655091 55515153657-49949840891-17799680674      0      0      0    0 WD 
 7005531191184000  1972356270  -508347550  6569621263 54608337254-50033018377-20219409364      0      0      0    0 WD 
 7005531221184000  2134745993  -658497965  6505360729 53641596819-50057438943-22617045080      0      0      0    0 WD 
 7005531251184000  2294147227  -808633129  6433943714 52616233781-50022807266-24989960148      0      0  -1000    0 WD 
 7005531281184000  2450386137  -958575529  6355448292 51533614731-49928897766-27335552202      0      0  -1000    0 WD 
 7005531311184000  2603293087 -1108147080  6269960300 50395169299-49775555294-29651246632      0      0  -1000    0 LD 
 7005531341184000  2752702816 -1257169342  6177573255 49202388877-49562696508-31934499187      0      0  -1000    0 WD 
 7005531371184000  2898454635 -1405463729  6078388258 47956825190-49290310375-34182799966      0      0  -1000    0 WD 
 7005531401184000  3040392592 -1552851734  5972513881 46660087670-48958457221-36393676743      0      0  -1000    0 WD 
 7005531431184000  3178365650 -1699155135  5860066056 45313841138-48567268396-38564696579      0      0  -1000    0 WD 
 7005531461184000  3312227847 -1844196210  5741167951 43919804288-48116946960-40693467940      0      0  -1000    0 WD 
 7005531491184000  3441838454 -1987797957  5615949845 42479747802-47607768109-42777643588      0      0  -2000    0 WD 
 7005531521184000  3567062133 -2129784306  5484548987 40995492184-47040079149-44814923088      0      0  -2000    0 WD 
 7005531551184000  3687769075 -2269980339  5347109456 39468905673-46414299816-46803054878      0      0  -2000    0 WD 
 7005531581184000  3803835148 -2408212505  5203782008 37901902158-45730923052-48739838815      0      0  -2000    0 WD 
 7005531611184000  3915142027 -2544308843  5054723918 36296438805-44990515028-50623129499      0      0  -2000    0 WD 
 7005531641184000  4021577318 -2678099200  4900098814 34654513520-44193714133-52450839111      0      0  -2000    0 WD 
 7005531671184000  4123034681 -2809415443  4740076495 32978162774-43341230214-54220939400      0      0  -2000    0 WD 
 7005531701184000  4219413941 -2938091677  4574832755 31269459631-42433844380-55931464022      0      0  -2000    0 WD 
 7005531731184000  4310621192 -3063964457  4404549190 29530511101-41472408691-57580511405      0      0  -2000    0 WD 
 7005531761184000  4396568899 -3186872999  4229413001 27763454942-40457845344-59166247154      0      0  -2000    0 WD 
 7005531791184000  4477175980 -3306659390  4049616787 25970457133-39391145692-60686905572      0      0  -2000    0 WD 
 7005531821184000  4552367892 -3423168795  3865358342 24153710242-38273369586-62140791621      0      0  -2000    0 WD 
 7005531851184000  4622076708 -3536249657  3676840434 22315431206-37105644539-63526283954      0      0  -3000    0 WD 
 7005531881184000  4686241184 -3645753904  3484270580 20457858026-35889164319-64841837762      0      0  -3000    0 WD 
 7005531911184000  4744806817 -3751537144  3287860814 18583246187-34625187497-66085986861      0      0  -3000    0 WD 
 7005531941184000  4797725892 -3853458853  3087827452 16693865294-33315035933-67257345303      0      0  -3000    0 WD 
 7005531971184000  4844957520 -3951382566  2884390841 14791996127-31960093200-68354608531      0      0  -3000    0 WD 
 7005532001184000  4886467670 -4045176063  2677775121 12879928003-30561803317-69376554568      0      0  -3000    0 WD 
 7005532031184000  4922229184 -4134711540  2468207971 10959956015-29121669554-70322045532      0      0  -3000    0 WD 
 7005532061184000  4952221800 -4219865795  2255920357  9034378331-27641252935-71190029317      0      0  -3000    0 WD 
 7005532091184000  4976432147 -4300520390  2041146270  7105493431-26122170329-71979541316      0      0  -3000    0 WD 
 7005532121184000  4994853749 -4376561820  1824122460  5175597038-24566092288-72689705740      0      0  -3000    0 WD 
 7005532151184000  5007487008 -4447881669  1605088172  3246979254-22974740838-73319736436      0      0  -3000    0 WD 
 7005532181184000  5014339186 -4514376762  1384284874  1321922037-21349887536-73868937558      0      0  -3000    0 WD 
 7005532211184000  5015424373 -4575949311  1161955984  -597303647-19693352239-74336704599      0      0  -3000    0 WD 
 7005532241184000  5010763452 -4632507058   938346595 -2508441523-18007001490-74722526139      0      0  -3000    0 WD 
 7005532271184000  5000384050 -4683963412   713703193 -4409253812-16292744905-75025984752      0      0  -3000    0 WD 
 7005532301184000  4984320473 -4730237570   488273377 -6297523606-14552531778-75246756162      0      0  -3000    0 WD 
 7005532331184000  4962613646 -4771254633   262305578 -8171056394-12788349347-75384609244      0      0  -3000    0 WD 
 7005532361184000  4935311042 -4806945718    36048780-10027682518-11002220484-75439407076      0      0  -3000    0 WD 
 7005532391184000  4902466601 -4837248064  -190247764-11865259502 -9196201345-75411107123      0      0  -3000    0 WD 
 7005532421184000  4864140647 -4862105123  -416334815-13681675182 -7372379554-75299762698      0      0  -3000    0 LD 
 7005532451184000  4820399789 -4881466653  -641963442-15474852944 -5532870204-75105523253      0      0  -3000    0 LD 
 7005532481184000  4771316807 -4895288795  -866885299-17242754468 -3679812139-74828631500      0      0  -3000    0 LD 
 7005532511184000  4716970539 -4903534138 -1090852910-18983380306 -1815366506-74469422129      0      0  -3000    0 LD 
 7005532541184000  4657445761 -4906171787 -1313619939-20694771595    58285046-74028322326      0      0  -3000    0 LD 
 7005532571184000  4592833062 -4903177420 -1534941471-22375012612  1938943409-73505852168      0      0  -3000    0 LD 
 7005532601184000  4523228707 -4894533333 -1754574290-24022233792  3824395632-72902623872      0      0  -3000    0 LD 
 7005532631184000  4448734502 -4880228476 -1972277156-25634614068  5712418172-72219340404      0      0  -3000    0 LD 
 7005532661184000  4369457636 -4860258484 -2187811067-27210382793  7600779856-71456794276      0      0  -3000    0 LD 
 7005532691184000  4285510536 -4834625694 -2400939536-28747822104  9487244052-70615866151      0      0  -3000    0 LD 
 7005532721184000  4197010697 -4803339157 -2611428847-30245269527 11369570877-69697523665      0      0  -3000    0 LD 
 7005532751184000  4104080518 -4766414646 -2819048314-31701119786 13245520655-68702819583      0      0  -3000    0 LD 
 7005532781184000  4006847126 -4723874647 -3023570536-33113824748 15112856733-67632889852      0      0  -3000    0 LD 
 7005532811184000  3905442207 -4675748351 -3224771644-34481894284 16969347658-66488953445      0      0  -3000    0 LD 
 7005532841184000  3800001827 -4622071630 -3422431548-35803899427 18812770516-65272311377      0      0  -3000    0 LD 
 7005532871184000  3690666242 -4562887007 -3616334184-37078474627 20640914224-63984343702      0      0  -3000    0 WD 
 7005532901184000  3577579713 -4498243621 -3806267739-38304318206 22451581747-62626507211      0      0  -3000    0 WD 
 7005532931184000  3460890304 -4428197174 -3992024888-39480193427 24242592555-61200334585      0      0  -3000    0 WD 
 7005532961184000  3340749692 -4352809884 -4173403015-40604930717 26011786122-59707432346      0      0  -3000    0 WD 
 7005532991184000  3217312961 -4272150413 -4350204427-41677428877 27757024702-58149477306      0      0  -2000    0 WD 
 7005533021184000  3090738393 -4186293805 -4522236568-42696655263 29476195140-56528214084      0      0  -2000    0 WD 
 7005533051184000  2961187267 -4095321398 -4689312212-43661646532 31167211106-54845453512      0      0  -2000    0 WD 
 7005533081184000  2828823644 -3999320750 -4851249665-44571509783 32828015903-53103070270      0      0  -2000    0 WD 
 7005533111184000  2693814161 -3898385539 -5007872945-45425422836 34456585146-51302999659      0      0  -2000    0 WD 
 7005533141184000  2556327812 -3792615466 -5159011966-46222633391 36050928430-49447234574      0      0  -2000    0 WD 
 7005533171184000  2416535748 -3682116152 -5304502705-46962458272 37609089932-47537824511      0      0  -2000    0 WD 
 7005533201184000  2274611063 -3566999029 -5444187373-47644284962 39129150780-45576875950      0      0  -2000    0 WD 
 7005533231184000  2130728579 -3447381226 -5577914581-48267574015 40609233675-43566548794      0      0  -2000    0 WD 
 7005533261184000  1985064626 -3323385441 -5705539493-48831858241 42047504054-41509050839      0      0  -2000    0 WD 
 7005533291184000  1837796832 -3195139809 -5826923969-49336741481 43442169608-39406637340      0      0  -2000    0 WD 
 7005533321184000  1689103905 -3062777776 -5941936703-49781899675 44791483988-37261610944      0      0  -1000    0 WD 
 7005533351184000  1539165413 -2926437954 -6050453366-50167081424 46093750810-35076317762      0      0  -1000    0 WD 
 7005533381184000  1388161574 -2786263965 -6152356727-50492107587 47347325076-32853143327      0      0  -1000    0 WD 
 7005533411184000  1236273033 -2642404291 -6247536766-50756870726 48550614039-30594510167      0      0  -1000    0 WD 
 7005533441184000  1083680651 -2495012107 -6335890786-50961334659 49702079355-28302875786      0      0  -1000    0 WD 
 7005533471184000   930565292 -2344245122 -6417323508-51105533690 50800239289-25980729383      0      0  -1000    0 WD 
 7005533501184000   777107612 -2190265403 -6491747167-51189571835 51843669462-23630589075      0      0  -1000    0 LD 
 7005533531184000   623487851 -2033239202 -6559081593-51213622800 52831004198-21254999789      0      0  -1000    0 WD 
 7005533561184000   469885622 -1873336780 -6619254285-51177929471 53760938383-18856530322      0      0  -1000    0 LD 
 7005533591184000   316479710 -1710732218 -6672200484-51082802672 54632228877-16437770905      0      0      0    0 LD 
 7005533621184000   163447864 -1545603232 -6717863229-50928620041 55443696397-14001330808      0      0      0    0 LD 
 7005533651184000    10966604 -1378130979 -6756193413-50715824790 56194226519-11549835372      0      0      0    0 LD 
 7005533681184000  -140788978 -1208499862 -6787149826-50444925020 56882769781 -9085924202      0      0      0    0 LD 
 7005533711184000  -291645412 -1036897333 -6810699195-50116493723 57508342911 -6612249492      0      0      0    0 LD 
 7005533741184000  -441431044  -863513692 -6826816221-49731168402 58070030759 -4131473309      0      0      0    0 WD 
 7005533771184000  -589976228  -688541881 -6835483602-49289650210 58566987998 -1646264349      0      0      0    0 WD 
 7005533801184000  -737113514  -512177272 -6836692046-48792702673 58998440119   840705399      0      0      0    0 WA 
 7005533831184000  -882677837  -334617451 -6830440281-48241150101 59363683714  3326763339      0      0      0    0 WA 
 7005533861184000 -1026506691  -156062012 -6816735049-47635876174 59662086923  5809238094      0      0      0    0 WA 
 7005533891184000 -1168440312    23287668 -6795591104-46977822848 59893090613  8285461336      0      0      0    0 WA 
 7005533921184000 -1308321846   203228645 -6767031196-46267989216 60056209735 10752770177      0      0      0    0 WA 
 7005533951184000 -1445997520   383556630 -6731086053-45507430138 60151034517 13208509739      0      0      0    0 WA 
 7005533981184000 -1581316809   564066221 -6687794351-44697254869 60177231650 15650036039      0      0      0    0 LA 
 7005534011184000 -1714132594   744551133 -6637202680-43838625223 60134544878 18074719460      0      0      0    0 LA 
 7005534041184000 -1844301317   924804425 -6579365491-42932753671 60022794742 20479947497      0      0      0    0 LA 
 7005534071184000 -1971683134  1104618733 -6514345045-41980902338 59841878096 22863126554      0      0   1000    0 LA 
 7005534101184000 -2096142060  1283786497 -6442211354-40984382161 59591768195 25221683451      0      0   1000    0 LA 
 7005534131184000 -2217546115  1462100197 -6363042118-39944551933 59272515848 27553067005      0      0   1000    0 WA 
 7005534161184000 -2335767466  1639352578 -6276922653-38862817275 58884251382 29854750915      0      0   1000    0 WA 
 7005534191184000 -2450682563  1815336901 -6183945810-37740628321 58427185722 32124238094      0      0   1000    0 WA 
 7005534221184000 -2562172272  1989847179 -6084211887-36579476502 57901609547 34359063752      0      0   1000    0 WA 
 7005534251184000 -2670121989  2162678415 -5977828522-35380892684 57307892551 36556796473      0      0   1000    0 WA 
 7005534281184000 -2774421764  2333626840 -5864910598-34146446635 56646483746 38715039896      0      0   1000    0 WA 
 7005534311184000 -2874966413  2502490152 -5745580132-32877746107 55917911933 40831435671      0      0   1000    0 WA 
 7005534341184000 -2971655629  2669067754 -5619966151-31576435013 55122785849 42903666708      0      0   2000    0 WA 
 7005534371184000 -3064394090  2833160998 -5488204571-30244191247 54261793870 44929460113      0      0   2000    0 WA 
 7005534401184000 -3153091553  2994573417 -5350438055-28882724611 53335703505 46906589714      0      0   2000    0 WA 
 7005534431184000 -3237662953  3153110965 -5206815875-27493774866 52345361030 48832878459      0      0   2000    0 WA 
 7005534461184000 -3318028486  3308582253 -5057493753-26079109632 51291691207 50706201081      0      0   2000    0 WA 
 7005534491184000 -3394113688  3460798784 -4902633707-24640522021 50175696634 52524486871      0      0   2000    0 WA 
 7005534521184000 -3465849511  3609575185 -4742403884-23179828264 48998456786 54285722112      0      0   2000    0 WA 
 7005534551184000 -3533172388  3754729433 -4576978382-21698865551 47761127107 55987952289      0      0   2000    0 WA 
 7005534581184000 -3596024291  3896083086 -4406537070-20199489917 46464938170 57629284477      0      0   2000    0 WA 
 7005534611184000 -3654352787  4033461505 -4231265404-18683573844 45111194552 59207889937      0      0   2000    0 WA 
 7005534641184000 -3708111079  4166694073 -4051354222-17153003363 43701273269 60722006468      0      0   2000    0 WA 
 7005534671184000 -3757258048  4295614412 -3866999551-15609674861 42236622145 62169939535      0      0   3000    0 WA 
 7005534701184000 -3801758275  4420060592 -3678402397-14055493660 40718759093 63550062470      0      0   3000    0 WA 
 7005534731184000 -3841582072  4539875341 -3485768545-12492374310 39149272147 64860819059      0      0   3000    0 LA 
 7005534761184000 -3876705504  4654906255 -3289308332-10922238083 37529818018 66100728562      0      0   3000    0 LA 
 7005534791184000 -3907110407  4765006001 -3089236426 -9347008412 35862118324 67268387822      0      0   3000    0 LA 
 7005534821184000 -3932784385  4870032502 -2885771585 -7768609299 34147957790 68362470515      0      0   3000    0 LA 
 7005534851184000 -3953720817  4969849132 -2679136429 -6188963852 32389184005 69381729534      0      0   3000    0 LA 
 7005534881184000 -3969918841  5064324899 -2469557199 -4609990643 30587705215 70324999410      0      0   3000    0 LA 
 7005534911184000 -3981383345  5153334624 -2257263508 -3033601323 28745488681 71191197122      0      0   3000    0 LA 
 7005534941184000 -3988124936  5236759116 -2042488090 -1461698925 26864558948 71979324293      0      0   3000    0 LA 
 7005534971184000 -3990159918  5314485342 -1825466547   103824252 24946995232 72688469048      0      0   3000    0 LA 
 7005535001184000 -3987510249  5386406584 -1606437085  1661089237 22994929309 73317807795      0      0   3000    0 WA 
 7005535031184000 -3980203504  5452422596 -1385640243  3208233731 21010543447 73866607276      0      0   3000    0 WA 
 7005535061184000 -3968272810  5512439753 -1163318623  4743416001 18996066962 74334227730      0      0   3000    0 WA 
 7005535091184000 -3951756788  5566371175  -939716606  6264818661 16953768614 74720122254      0      0   3000    0 WA 
 7005535121184000 -3930699473  5614136847  -715080079  7770647659 14885953988 75023830682      0      0   3000    0 WA 
 7005535151184000 -3905150249  5655663728  -489656183  9259130825 12794969871 75244980984      0      0   3000    0 WA 
 7005535181184000 -3875163781  5690885882  -263693031 10728521954 10683203069 75383296694      0      0   3000    0 WA 
 7005535211184000 -3840799925  5719744582   -37439418 12177106410  8553072433 75438600120      0      0   3000    0 WA 
 7005535241184000 -3802123630  5742188396   188855471 13603204216  6407022193 75410808122      0      0   3000    0 WA 
 7005535271184000 -3759204833  5758173266   414942341 15005170103  4247523611 75299929063      0      0   3000    0 WA 
 7005535301184000 -3712118352  5767662586   640572059 16381395108  2077074159 75106066220      0      0   3000    0 WA 
 7005535331184000 -3660943775  5770627277   865495950 17730308562  -101808196 74829418393      0      0   3000    0 LA 
 7005535361184000 -3605765343  5767045840  1089466076 19050380758 -2286587764 74470280224      0      0   3000    0 WA 
 7005535391184000 -3546671818  5756904402  1312235528 20340126769 -4474715675 74029042015      0      0   3000    0 WA 
 7005535421184000 -3483756349  5740196755  1533558709 21598107289 -6663633889 73506188069      0      0   3000    0 LA 
 7005535451184000 -3417116333  5716924372  1753191615 22822930410 -8850778741 72902296268      0      0   3000    0 LA 
 7005535481184000 -3346853269  5687096422  1970892114 24013253350-11033584503 72218035297      0      0   3000    0 LA 
 7005535511184000 -3273072609  5650729771  2186420214 25167782667-13209484218 71454164250      0      0   3000    0 WA 
 7005535541184000 -3195883609  5607848986  2399538338 26285277374-15375914186 70611533872      0      0   3000    0 WA 
 7005535571184000 -3115399168  5558486311  2610011594 27364550575-17530319441 69691082612      0      0   3000    0 WA 
 7005535601184000 -3031735663  5502681641  2817608033 28404468368-19670154104 68693834114      0      0   3000    0 LA 
 7005535631184000 -2945012794  5440482493  3022098908 29403951483-21792882727 67620898690      0      0   3000    0 LA 
 7005535661184000 -2855353413  5371943971  3223258932 30361978056-23895985074 66473472889      0      0   3000    0 LA 
 7005535691184000 -2762883348  5297128710  3420866533 31277584809-25976960524 65252837036      0      0   3000    0 LA 
 7005535721184000 -2667731230  5216106814  3614704103 32149867514-28033331171 63960352883      0      0   3000    0 LA 
 7005535751184000 -2570028313  5128955781  3804558241 32977981675-30062644558 62597461665      0      0   3000    0 LA 
 7005535781184000 -2469908294  5035760429  3990219982 33761143321-32062476366 61165682086      0      0   3000    0 LA 
 7005535811184000 -2367507131  4936612799  4171485037 34498629303-34030433072 59666608535      0      0   3000    0 LA 
 7005535841184000 -2262962858  4831612067  4348154006 35189777309-35964154860 58101909551      0      0   2000    0 LA 
 7005535871184000 -2156415408  4720864430  4520032608 35833986330-37861317998 56473326484      0      0   2000    0 LA 
 7005535901184000 -2048006420  4604483003  4686931891 36430718367-39719637832 54782672407      0      0   2000    0 LA 
 7005535931184000 -1937879050  4482587689  4848668450 36979500260-41536873047 53031828929      0      0   2000    0 LA 
 7005535961184000 -1826177779  4355305046  5005064619 37479923306-43310828613 51222741843      0      0   2000    0 LA 
 7005535991184000 -1713048217  4222768146  5155948663 37931641915-45039357579 49357418490      0      0   2000    0 LA 
 7005536021184000 -1598636917  4085116426  5301154959 38334373027-46720363066 47437926117      0      0   2000    0 LA 
 7005536051184000 -1483091189  3942495537  5440524174 38687896348-48351800669 45466390152      0      0   2000    0 LA 
 7005536081184000 -1366558906  3795057181  5573903436 38992054874-49931681016 43444991614      0      0   2000    0 LA 
 7005536111184000 -1249188320  3642958943  5701146494 39246754658-51458071878 41375964455      0      0   2000    0 LA 
 7005536141184000 -1131127870  3486364114  5822113877 39451964747-52929100767 39261593654      0      0   2000    0 LA 
 7005536171184000 -1012525992  3325441512  5936673043 39607717047-54342958059 37104211819      0      0   1000    0 LA 
 7005536201184000  -893530934  3160365285  6044698512 39714104830-55697898471 34906195224      0      0   1000    0 LA 
 7005536231184000  -774290575  2991314720  6146071996 39771281691-56992241797 32669961412      0      0   1000    0 LA 
 7005536261184000  -654952243  2818474047  6240682519 39779461410-58224373927 30397967036      0      0   1000    0 LA 
 7005536291184000  -535662532  2642032237  6328426531 39738917662-59392748200 28092706491      0      0   1000    0 LA 
 7005536321184000  -416567129  2462182795  6409208021 39649983605-60495888174 25756710378      0      0   1000    0 LA 
 7005536351184000  -297810631  2279123548  6482938621 39513051326-61532390605 23392542753      0      0   1000    0 LA 
 7005536381184000  -179536371  2093056419  6549537699 39328571403-62500928253 21002797338      0      0   1000    0 LA 
 7005536411184000   -61886244  1904187196  6608932445 39097051671-63400251129 18590092687      0      0   1000    0 LA 
 7005536441184000    54999461  1712725302  6661057936 38819055557-64229186092 16157069359      0      0      0    0 WA 
 7005536471184000   170982229  1518883565  6705857203 38495201370-64986638087 13706388275      0      0      0    0 WA 
 7005536501184000   285925482  1322877975  6743281285 38126161304-65671591620 11240727536      0      0      0    0 WA 
 7005536531184000   399694734  1124927452  6773289281 37712659918-66283111277  8762779959      0      0      0    0 WA 
 7005536561184000   512157754   925253598  6795848383 37255473126-66820342710  6275251101      0      0      0    0 WA 
 7005536591184000   623184712   724080459  6810933922 36755427211-67282513849  3780857120      0      0      0    0 WA 
 7005536621184000   732648332   521634266  6818529385 36213397458-67668936615  1282322357      0      0      0    0 WA 
 7005536651184000   840424034   318143193  6818626444 35630306760-67979008314 -1217624018      0      0      0    0 WD 
 7005536681184000   946390079   113837087  6811224960 35007124132-68212212126 -3716251049      0      0      0    0 WD 
 7005536711184000  1050427699   -91052779  6796332988 34344863310-68368118180 -6210827946      0      0      0    0 WD 
 7005536741184000  1152421237  -296293980  6773966771 33644582058-68446385788 -8698627296      0      0      0    0 LD 
 7005536771184000  1252258271  -501653201  6744150720 32907381078-68446763708-11176930996      0      0      0    0 LD 
 7005536801184000  1349829743  -706896505  6706917386 32134401454-68369086943-13643033845      0      0      0    0 LD 
 7005536831184000  1445030079  -911789586  6662307413 31326822383-68213275920-16094241508      0      0      0    0 LD 
 7005536861184000  1537757294 -1116098034  6610369515 30485860507-67979340976-18527871120      0      0      0    0 LD 
 7005536891184000  1627913111 -1319587607  6551160430 29612768548-67667383948-20941257340      0      0      0    0 LD 
 7005536921184000  1715403061 -1522024504  6484744860 28708833455-67277596678-23331755899      0      0  -1000    0 LD 
 7005536951184000  1800136587 -1723175636  6411195404 27775375020-66810261475-25696746341      0      0  -1000    0 LD 
 7005536981184000  1882027137 -1922808894  6330592484 26813743440-66265750357-28033635740      0      0  -1000    0 LD 
 7005537011184000  1960992252 -2120693419  6243024256 25825317570-65644523544-30339859773      0      0  -1000    0 LD 
 7005537041184000  2036953654 -2316599866  6148586526 24811504195-64947130538-32612883749      0      0  -1000    0 LD 
 7005537071184000  2109837322 -2510300674  6047382656 23773736155-64174212030-34850206882      0      0  -1000    0 LD 
 7005537101184000  2179573572 -2701570340  5939523449 22713469722-63326498582-37049367609      0      0  -1000    0 WD 
 7005537131184000  2246097119 -2890185685  5825127034 21632182285-62404807797-39207945824      0      0  -1000    0 WD 
 7005537161184000  2309347141 -3075926111  5704318736 20531370603-61410043940-41323563656      0      0  -1000    0 WD 
 7005537191184000  2369267332 -3258573864  5577230947 19412549112-60343198258-43393888121      0      0  -2000    0 WD 
 7005537221184000  2425805955 -3437914293  5444002987 18277247832-59205347866-45416633922      0      0  -2000    0 WD 
 7005537251184000  2478915883 -3613736106  5304780959 17127010524-57997654649-47389565422      0      0  -2000    0 WD 
 7005537281184000  2528554638 -3785831622  5159717595 15963392899-56721364828-49310498900      0      0  -2000    0 LD 
 7005537311184000  2574684425 -3953997025  5008972095 14787960806-55377808558-51177305301      0      0  -2000    0 WD 
 7005537341184000  2617272162 -4118032617  4852709963 13602288657-53968398845-52987913446      0      0  -2000    0 WD 
 7005537371184000  2656289498 -4277743057  4691102825 12407957886-52494630025-54740313398      0      0  -2000    0 WD 
 7005537401184000  2691712837 -4432937609  4524328238 11206554685-50958075734-56432560049      0      0  -2000    0 WD 
 7005537431184000  2723523342 -4583430373  4352569498  9999666480-49360385777-58062775141      0      0  -2000    0 WD 
 7005537461184000  2751706937 -4729040510  4176015433  8788879455-47703284437-59629146978      0      0  -2000    0 WD 
 7005537491184000  2776254303 -4869592465  3994860206  7575777371-45988570600-61129931860      0      0  -2000    0 WD 
 7005537521184000  2797160866 -5004916191  3809303104  6361939792-44218116509-62563457455      0      0  -3000    0 WD 
 7005537551184000  2814426780 -5134847364  3619548321  5148940109-42393865332-63928125369      0      0  -3000    0 WD 
 7005537581184000  2828056910 -5259227596  3425804734  3938343717-40517829214-65222413526      0      0  -3000    0 WD 
 7005537611184000  2838060801 -5377904631  3228285665  2731705506-38592086840-66444879177   1000      0  -3000    0 WD 
 7005537641184000  2844452644 -5490732550  3027208645  1530567121-36618779738-67594160925  10000      0  -3000    0 WD 
 7005537671184000  2847251231 -5597571944  2822795166   336454887-34600109038-68668979269  25000   1000  -2000    0 WD 
 7005537701184000  2846479909 -5698290098  2615270433  -849121848-32538333830-69668137096  40000   2000  -2000    0 WD 
 7005537731184000  2842166526 -5792761157  2404863119 -2024672459-30435770390-70590522337  55000   2000  -1000    0 WD 
 7005537761184000  2834343370 -5880866298  2191805097 -3188728593-28294786821-71435112392  64000   3000  -1000    0 WD 
 7005537791184000  2823047094 -5962493870  1976331180 -4339845968-26117796596-72200970015  67000   3000  -1000    0 WD 
 7005537821184000  2808318656 -6037539532  1758678867 -5476602252-23907262192-72887240996  67000   3000  -1000    0 WD 
 7005537851184000  2790203241 -6105906409  1539088086 -6597599462-21665695359-73493163042  67000   3000  -1000    0 WD 
 7005537881184000  2768750187 -6167505222  1317800908 -7701469680-19395647556-74018068260  66000   3000  -1000    0 WD 
 7005537911184000  2744012889 -6222254399  1095061274 -8786875162-17099705713-74461378266  58000   3000  -1000    0 LD 
 7005537941184000  2716048710 -6270080185   871114726 -9852507468-14780493612-74822604560  45000   2000  -2000    0 LD 
 7005537971184000  2684918893 -6310916749   646208128-10897091506-12440670139-75101353317  29000   1000  -3000    0 LD 
 7005538001184000  2650688449 -6344706282   420589384-11919389371-10082923101-75297327092  14000      0  -3000    0 LD 
 7005538031184000  2613426045 -6371399074   194507146-12918200665 -7709963635-75410323513   3000      0  -3000    0 LD 
 7005538061184000  2573203896 -6390953582   -31789469-13892362171 -5324523788-75440234510      0      0  -3000    0 LD 
 7005538091184000  2530097647 -6403336487  -258051160-14840749622 -2929353995-75387047771      0      0  -3000    0 LD 
 7005538121184000  2484186256 -6408522740  -484028738-15762280628  -527218050-75250846927      0      0  -3000    0 LD 
 7005538151184000  2435551860 -6406495602  -709473402-16655916342  1879110759-75031809164      0      0  -3000    0 LD 
 7005538181184000  2384279649 -6397246663  -934137023-17520662289  4286851492-74730204387      0      0  -3000    0 LD 
 7005538211184000  2330457727 -6380775866 -1157772421-18355569813  6693219044-74346395667      0      0  -3000    0 LD 
 7005538241184000  2274176972 -6357091507 -1380133645-19159737434  9095428789-73880838220      0      0  -3000    0 LD 
 7005538271184000  2215530899 -6326210232 -1600976243-19932309777 11490700082-73334076501      0      0  -3000    0 LD 
 7005538301184000  2154615522 -6288157024 -1820057530-20672474540 13876253994-72706744243      0      0  -3000    0 LD 
 7005538331184000  2091529225 -6242965202 -2037136867-21379467205 16249314160-71999573145      0      0  -3000    0 LD 
 7005538361184000  2026372600 -6190676392 -2251975957-22052581195 18607122256-71213392976      0      0  -3000    0 WD 
 7005538391184000  1959248269 -6131340452 -2464339127-22691166125 20946947436-70349117508      0      0  -3000    0 WD 
