DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_067_22_00_2019_068_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70055 79251184000  70065 43281184000
INIREV 48321
OBSINF SLR n = 16
OBSINF GPC n = 11723
OBSINF GPP n = 11723
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 8 11 12 mm, 20 19 21 mu/s
 70065 5451184000 -2232602219 -6191376697 -2044803135-21773697972-15834943322 71973445746      0      0   3000    0 WA 
 70065 5481184000 -2296791284 -6235351411 -1827797992-21013369132-13479334755 72683414945      0      0   3000    0 WA 
 70065 5511184000 -2358648967 -6272240885 -1608782451-20219575654-11111906317 73313581823      0      0   3000    0 WA 
 70065 5541184000 -2418076092 -6302013777 -1387997040-19393137310 -8735405417 73863212776      0      0   3000    0 WA 
 70065 5571184000 -2474976014 -6324647002 -1165684356-18534923285 -6352588778 74331664799      0      0   3000    0 WA 
 70065 5601184000 -2529254772 -6340125756  -942088785-17645851244 -3966218778 74718386465      0      0   3000    0 WA 
 70065 5631184000 -2580821227 -6348443525  -717456230-16726886254 -1579059754 75022918638      0      0   3000    0 WA 
 70065 5661184000 -2629587206 -6349602088  -492033832-15779039541   806125482 75244894934      0      0   3000    0 WA 
 70065 5691184000 -2675467637 -6343611505  -266069692-14803367221  3186578822 75384042188      0      0   3000    0 WA 
 70065 5721184000 -2718380682 -6330490098   -39812590-13800969136  5559550165 75440181047      0      0   3000    0 WA 
 70065 5751184000 -2758247867 -6310264425   186488297-12772987660  7922300944 75413226396      0      0   3000    0 WA 
 70065 5781184000 -2794994207 -6282969237   412583681-11720606338 10272107598 75303187623      0      0   3000    0 WA 
 70065 5811184000 -2828548327 -6248647429   638224440-10645048339 12606265064 75110168847      0      0   3000    0 WA 
 70065 5841184000 -2858842580 -6207349979   863161909 -9547574806 14922090347 74834368860      0      0   3000    0 WA 
 70065 5871184000 -2885813157 -6159135878  1087148162 -8429483298 17216925923 74476080925      0      0   3000    0 WA 
 70065 5901184000 -2909400193 -6104072043  1309936291 -7292106199 19488143313 74035692601      0      0   3000    0 WA 
 70065 5931184000 -2929547873 -6042233233  1531280695 -6136808886 21733146769 73513685057      0      0   3000    0 WA 
 70065 5961184000 -2946204522 -5973701938  1750937353 -4964987868 23949376408 72910631942      0      0   3000    0 WA 
 70065 5991184000 -2959322701 -5898568271  1968664104 -3778069063 26134310905 72227198572      0      0   3000    0 WA 
 70065 6021184000 -2968859291 -5816929849  2184220918 -2577505958 28285470404 71464141479      0      0   3000    0 WA 
 70065 6051184000 -2974775571 -5728891660  2397370173 -1364777553 30400419846 70622307701      0      0   3000    0 WA 
 70065 6081184000 -2977037293 -5634565928  2607876921  -141386231 32476772229 69702633447      0      0   3000    0 WA 
 70065 6111184000 -2975614749 -5534071962  2815509154  1091144261 34512191352 68706142560      0      0   3000    0 WA 
 70065 6141184000 -2970482831 -5427535998  3020038067  2331270702 36504394413 67633945204      0      0   3000    0 WA 
 70065 6171184000 -2961621089 -5315091040  3221238311  3577432379 38451154740 66487236459      0      0   3000    0 WA 
 70065 6201184000 -2949013777 -5196876683  3418888250  4828053099 40350304291 65267294756      0      0   3000    0 WA 
 70065 6231184000 -2932649900 -5073038934  3612770204  6081543216 42199736136 63975480439      0      0   3000    0 WA 
 70065 6261184000 -2912523249 -4943730029  3802670698  7336301862 43997407181 62613234097      0      0   3000    0 WA 
 70065 6291184000 -2888632430 -4809108231  3988380693  8590718989 45741340665 61182074328      0      0   3000    0 LA 
 70065 6321184000 -2860980894 -4669337633  4169695822  9843177003 47429628121 59683595479      0      0   3000    0 LA 
 70065 6351184000 -2829576951 -4524587949  4346416613 11092052464 49060431127 58119465876      0      0   2000    0 LA 
 70065 6381184000 -2794433789 -4375034300  4518348705 12335718272 50631983145 56491426377      0      0   2000    0 LA 
 70065 6411184000 -2755569479 -4220856996  4685303070 13572546280 52142591680 54801288858      0      0   2000    0 LA 
 70065 6441184000 -2713006975 -4062241311  4847096219 14800910169 53590641118 53050934089      0      0   2000    0 LA 
 70065 6471184000 -2666774104 -3899377247  5003550402 16019188396 54974595215 51242308108      0      0   2000    0 WA 
 70065 6501184000 -2616903546 -3732459294  5154493801 17225766214 56292997668 49377418013      0      0   2000    0 WA 
 70065 6531184000 -2563432815 -3561686193  5299760710 18419036386 57544471554 47458329762      0      0   2000    0 LA 
 70065 6561184000 -2506404234 -3387260693  5439191705 19597400452 58727720464 45487167931      0      0   2000    0 LA 
 70065 6591184000 -2445864905 -3209389311  5572633823 20759271865 59841531228 43466113644      0      0   2000    0 LA 
 70065 6621184000 -2381866668 -3028282076  5699940726 21903078759 60884774828 41397400459      0      0   2000    0 LA 
 70065 6651184000 -2314466054 -2844152277  5820972849 23027265195 61856406066 39283312074      0      0   2000    0 LA 
 70065 6681184000 -2243724236 -2657216214  5935597554 24130293032 62755464835 37126181005      0      0   1000    0 LA 
 70065 6711184000 -2169706973 -2467692937  6043689269 25210644316 63581077433 34928385414      0      0   1000    0 LA 
 70065 6741184000 -2092484543 -2275803986  6145129622 26266822788 64332456753 32692346391      0      0   1000    0 LA 
 70065 6771184000 -2012131682 -2081773132  6239807565 27297355756 65008903527 30420526584      0      0   1000    0 LA 
 70065 6801184000 -1928727502 -1885826110  6327619500 28300796965 65609808317 28115426943      0      0   1000    0 LA 
 70065 6831184000 -1842355411 -1688190347  6408469381 29275728517 66134651792 25779581944      0      0   1000    0 LA 
 70065 6861184000 -1753103030 -1489094693  6482268811 30220761969 66583003925 23415556558      0      0   1000    0 WA 
 70065 6891184000 -1661062096 -1288769157  6548937132 31134540036 66954524750 21025943740      0      0   1000    0 WA 
 70065 6921184000 -1566328371 -1087444629  6608401501 32015738020 67248964264 18613359730      0      0   1000    0 WA 
 70065 6951184000 -1469001540  -885352619  6660596955 32863064474 67466159416 16180441467      0      0      0    0 WA 
 70065 6981184000 -1369185113  -682724997  6705466473 33675262718 67606032986 13729847246      0      0      0    0 WA 
 70065 7011184000 -1266986313  -479793735  6742961041 34451113417 67668595105 11264255545      0      0      0    0 WA 
 70065 7041184000 -1162515962  -276790642  6773039704 35189436754 67653944340  8786361672      0      0      0    0 WA 
 70065 7071184000 -1055888360   -73947098  6795669617 35889093934 67562267782  6298874096      0      0      0    0 WA 
 70065 7101184000  -947221162   128506211  6810826073 36548988466 67393840656  3804511252      0      0      0    0 WA 
 70065 7131184000  -836635246   330339555  6818492534 37168067919 67149025771  1305998529      0      0      0    0 WA 
 70065 7161184000  -724254578   531324424  6818660644 37745325813 66828272430 -1193934871      0      0      0    0 WD 
 70065 7191184000  -610206073   731233783  6811330235 38279802912 66432115196 -3692558700      0      0      0    0 WD 
 70065 7221184000  -494619454   929842328  6796509330 38770588011 65961173075 -6187143925      0      0      0    0 WD 
 70065 7251184000  -377627101  1126926737  6774214135 39216819182 65416149104 -8674964964      0      0      0    0 WD 
 70065 7281184000  -259363905  1322265924  6744469024 39617685584 64797830064-11153302237      0      0      0    0 LD 
 70065 7311184000  -139967111  1515641290  6707306516 39972429655 64107086152-13619445924      0      0      0    0 WD 
 70065 7341184000   -19576155  1706836965  6662767238 40280348231 63344868870-16070700806      0      0      0    0 LD 
 70065 7371184000   101667502  1895640056  6610899879 40540792234 62512207786-18504388488      0      0      0    0 LD 
 70065 7401184000   223620528  2081840872  6551761136 40753167364 61610209585-20917847925      0      0      0    0 LD 
 70065 7431184000   346137897  2265233158  6485415662 40916935699 60640057957-23308437712      0      0  -1000    0 LD 
 70065 7461184000   469073053  2445614324  6411935999 41031617049 59603012683-25673539101      0      0  -1000    0 LD 
 70065 7491184000   592278089  2622785673  6331402510 41096790047 58500408402-28010559115      0      0  -1000    0 LD 
 70065 7521184000   715603921  2796552621  6243903291 41112092786 57333652983-30316933821      0      0  -1000    0 LD 
 70065 7551184000   838900471  2966724916  6149534085 41077223298 56104225778-32590131175      0      0  -1000    0 LD 
 70065 7581184000   962016846  3133116851  6048398180 40991940311 54813676097-34827653652      0      0  -1000    0 LD 
 70065 7611184000  1084801518  3295547466  5940606300 40856064050 53463621240-37027041139      0      0  -1000    0 LD 
 70065 7641184000  1207102517  3453840754  5826276490 40669476753 52055744140-39185873375      0      0  -1000    0 LD 
 70065 7671184000  1328767610  3607825853  5705533994 40432123232 50591791596-41301772003      0      0  -1000    0 LD 
 70065 7701184000  1449644496  3757337235  5578511127 40144011534 49073572837-43372402948      0      0  -2000    0 LD 
 70065 7731184000  1569580991  3902214892  5445347133 39805213742 47502957937-45395479054      0      0  -2000    0 LD 
 70065 7761184000  1688425227  4042304514  5306188046 39415866898 45881875979-47368763228      0      0  -2000    0 LD 
 70065 7791184000  1806025844  4177457665  5161186531 38976173334 44212312646-49290072184      0      0  -2000    0 LD 
 70065 7821184000  1922232185  4307531946  5010501717 38486400035 42496306986-51157279798      0      0  -2000    0 LD 
 70065 7851184000  2036894493  4432391152  4854299023 37946877823 40735947845-52968319093      0      0  -2000    0 LD 
 70065 7881184000  2149864096  4551905414  4692749979 37358001175 38933371106-54721183279      0      0  -2000    0 LD 
 70065 7911184000  2260993602  4665951340  4526032045 36720228412 37090758182-56413927192      0      0  -2000    0 LD 
 70065 7941184000  2370137090  4774412151  4354328419 36034082251 35210334575-58044670177      0      0  -2000    0 LD 
 70065 7971184000  2477150306  4877177802  4177827840 35300149357 33294366156-59611600069      0      0  -2000    0 LD 
 70065 8001184000  2581890846  4974145103  3996724378 34519077837 31345154495-61112973053      0      0  -2000    0 LD 
 70065 8031184000  2684218343  5065217823  3811217239 33691578632 29365037822-62547111127      0      0  -3000    0 LD 
 70065 8061184000  2783994665  5150306801  3621510555 32818429022 27356392928-63912408297      0      0  -3000    0 LD 
 70065 8091184000  2881084106  5229330061  3427813158 31900469975 25321629715-65207338608      0      0  -3000    0 LD 
 70065 8121184000  2975353575  5302212897  3230338338 30938602868 23263185337-66430456643      0      0  -3000    0 LD 
 70065 8151184000  3066672776  5368887953  3029303597 29933790315 21183521347-67580398522      0      0  -3000    0 LD 
 70065 8181184000  3154914393  5429295286  2824930405 28887055762 19085118580-68655885570      0      0  -3000    0 WD 
 70065 8211184000  3239954267  5483382419  2617443935 27799479304 16970471192-69655724091      0      0  -3000    0 LD 
 70065 8241184000  3321671560  5531104375  2407072823 26672195994 14842085917-70578802482      0      0  -3000    0 WD 
 70065 8271184000  3399948925  5572423716  2194048911 25506397121 12702482105-71424093608      0      0  -3000    0 WD 
 70065 8301184000  3474672671  5607310577  1978606991 24303328321 10554187711-72190658359      0      0  -3000    0 WD 
 70065 8331184000  3545732921  5635742685  1760984541 23064287011  8399736227-72877645874      0      0  -3000    0 WD 
 70065 8361184000  3613023768  5657705374  1541421457 21790621823  6241664947-73484294938      0      0  -3000    0 WD 
 70065 8391184000  3676443426  5673191592  1320159781 20483732038  4082511274-74009936803      0      0  -3000    0 WD 
 70065 8421184000  3735894382  5682201892  1097443421 19145066027  1924807094-74453996546      0      0  -3000    0 WD 
 70065 8451184000  3791283540  5684744407   873517869 17776119379  -228925800-74815992522      0      0  -3000    0 WD 
 70065 8481184000  3842522357  5680834818   648629922 16378432622 -2376178467-75095536163      0      0  -3000    0 WD 
 70065 8511184000  3889526977  5670496311   423027403 14953588524 -4514457010-75292332154      0      0  -3000    0 WD 
 70065 8541184000  3932218352  5653759527   196958881 13503209844 -6641284931-75406178714      0      0  -3000    0 WD 
 70065 8571184000  3970522361  5630662509   -29326609 12028957585 -8754206062-75436967873      0      0  -3000    0 WD 
 70065 8601184000  4004369920  5601250631  -255579851 10532529250-10850787789-75384685565      0      0  -3000    0 WD 
 70065 8631184000  4033697092  5565576528  -481551727  9015657090-12928624032-75249411266      0      0  -3000    0 WD 
 70065 8661184000  4058445184  5523700010  -706993497  7480106761-14985337825-75031318333      0      0  -3000    0 WD 
 70065 8691184000  4078560849  5475687969  -931657084  5927674620-17018584979-74730674982      0      0  -3000    0 WD 
 70065 8721184000  4093996172  5421614276 -1155295356  4360184298-19026057799-74347843306      0      0  -3000    0 WD 
 70065 8751184000  4104708745  5361559667 -1377662407  2779484486-21005487614-73883277896      0      0  -3000    0 WD 
 70065 8781184000  4110661740  5295611622 -1598513832  1187446586-22954647347-73337524916      0      0  -3000    0 WD 
 70065 8811184000  4111823978  5223864238 -1817607002  -414037583-24871353303-72711221052      0      0  -3000    0 WD 
 70065 8841184000  4108169978  5146418096 -2034701332 -2023057746-26753467372-72005093804      0      0  -3000    0 WD 
 70065 8871184000  4099680020  5063380116 -2249558557 -3637688082-28598900860-71219960954      0      0  -3000    0 WD 
 70065 8901184000  4086340178  4974863409 -2461942995 -5255990267-30405617442-70356728343      0      0  -3000    0 WD 
 70065 8931184000  4068142355  4880987112 -2671621816 -6876015713-32171635149-69416388229      0      0  -3000    0 WD 
 70065 8961184000  4045084317  4781876224 -2878365292 -8495807889-33895028549-68400018121      0      0  -3000    0 WD 
 70065 8991184000  4017169703  4677661434 -3081947054-10113405214-35573931095-67308779184      0      0  -3000    0 WD 
 70065 9021184000  3984408044  4568478936 -3282144338-11726843586-37206537124-66143913676      0      0  -3000    0 WD 
 70065 9051184000  3946814765  4454470253 -3478738228-13334157996-38791103046-64906742779      0      0  -3000    0 WD 
 70065 9081184000  3904411184  4335782041 -3671513886-14933384633-40325948679-63598665409      0      0  -3000    0 WD 
 70065 9111184000  3857224505  4212565899 -3860260786-16522563502-41809458727-62221156979      0      0  -3000    0 WD 
 70065 9141184000  3805287805  4084978175 -4044772945-18099740779-43240084674-60775768243      0      0  -3000    0 WD 
 70065 9171184000  3748640008  3953179757 -4224849137-19662971201-44616347295-59264123343      0      0  -3000    0 WD 
 70065 9201184000  3687325859  3817335865 -4400293121-21210320729-45936838227-57687917258      0      0  -2000    0 WD 
 70065 9231184000  3621395885  3677615838 -4570913841-22739869682-47200220896-56048913463      0      0  -2000    0 WD 
 70065 9261184000  3550906345  3534192914 -4736525631-24249715404-48405231622-54348941162      0      0  -2000    0 WD 
 70065 9291184000  3475919180  3387244013 -4896948410-25737973891-49550680447-52589892796      0      0  -2000    0 WD 
 70065 9321184000  3396501953  3236949511 -5052007864-27202781871-50635452381-50773722468      0      0  -2000    0 WD 
 70065 9351184000  3312727780  3083493016 -5201535634-28642299775-51658509044-48902443017      0      0  -2000    0 WD 
 70065 9381184000  3224675259  2927061136 -5345369479-30054713365-52618888393-46978122038      0      0  -2000    0 WD 
 70065 9411184000  3132428394  2767843252 -5483353444-31438234087-53515703664-45002880744      0      0  -2000    0 WD 
 70065 9441184000  3036076509  2606031291 -5615338017-32791101420-54348144898-42978894278      0      0  -2000    0 WD 
 70065 9471184000  2935714168  2441819490 -5741180289-34111587137-55115481579-40908388726      0      0  -2000    0 WD 
 70065 9501184000  2831441063  2275404159 -5860744100-35397998054-55817062977-38793635755      0      0  -2000    0 WD 
 70065 9531184000  2723361913  2106983442 -5973900168-36648676730-56452316844-36636949129      0      0  -1000    0 WD 
 70065 9561184000  2611586356  1936757083 -6080526214-37862002378-57020748826-34440683271      0      0  -1000    0 WD 
 70065 9591184000  2496228835  1764926190 -6180507081-39036392776-57521942955-32207231657      0      0  -1000    0 WD 
 70065 9621184000  2377408478  1591693003 -6273734847-40170306562-57955562233-29939023978      0      0  -1000    0 WD 
 70065 9651184000  2255248973  1417260652 -6360108930-41262244802-58321348286-27638522813      0      0  -1000    0 WD 
 70065 9681184000  2129878442  1241832929 -6439536183-42310751890-58619120657-25308221362      0      0  -1000    0 WD 
 70065 9711184000  2001429305  1065614048 -6511930980-43314417074-58848776463-22950641723      0      0  -1000    0 LD 
 70065 9741184000  1870038147   888808415 -6577215303-44271876161-59010289793-20568332495      0      0  -1000    0 LD 
 70065 9771184000  1735845572   711620404 -6635318818-45181812754-59103710813-18163867882      0      0  -1000    0 LD 
 70065 9801184000  1598996060   534254118 -6686178953-46042961683-59129166940-15739846907      0      0      0    0 LD 
 70065 9831184000  1459637802   356913164 -6729740961-46854112598-59086864031-13298887983      0      0      0    0 LD 
 70065 9861184000  1317922540   179800413 -6765957975-47614110026-58977084880-10843623552      0      0      0    0 LD 
 70065 9891184000  1174005398     3117775 -6794791041-48321853175-58800187912 -8376697978      0      0      0    0 LD 
 70065 9921184000  1028044721  -172934027 -6816209156-48976297419-58556606031 -5900765444      0      0      0    0 LD 
 70065 9951184000   880201902  -348155680 -6830189289-49576455598-58246844852 -3418487747      0      0      0    0 LD 
 70065 9981184000   730641205  -522349493 -6836716405-50121398510-57871482080  -932532749      0      0      0    0 LD 
 7006510011184000   579529597  -695319618 -6835783480-50610256539-57431167590  1554427678      0      0      0    0 LA 
 7006510041184000   427036561  -866872265 -6827391505-51042221685-56926622381  4039721485      0      0      0    0 LA 
 7006510071184000   273333909 -1036815909 -6811549486-51416547712-56358636418  6520679672      0      0      0    0 LA 
 7006510101184000   118595600 -1204961498 -6788274428-51732550118-55728066956  8994636922      0      0      0    0 LA 
 7006510131184000   -37002446 -1371122650 -6757591328-51989608276-55035838524 11458931704      0      0      0    0 WA 
 7006510161184000  -193282549 -1535115860 -6719533155-52187168538-54282943422 13910909641      0      0      0    0 WA 
 7006510191184000  -350065471 -1696760700 -6674140829-52324744843-53470440261 16347928680      0      0      0    0 WA 
 7006510221184000  -507170613 -1855880014 -6621463170-52401917944-52599452003 18767361511      0      0      0    0 WA 
 7006510251184000  -664416222 -2012300112 -6561556858-52418336502-51671165384 21166597197      0      0      0    0 WA 
 7006510281184000  -821619593 -2165850956 -6494486376-52373718553-50686829871 23543044857      0      0   1000    0 WA 
 7006510311184000  -978597281 -2316366350 -6420323945-52267851447-49647754841 25894137414      0      0   1000    0 WA 
 7006510341184000 -1135165306 -2463684110 -6339149449-52100591419-48555306778 28217332769      0      0   1000    0 WA 
 7006510371184000 -1291139361 -2607646238 -6251050363-51871864680-47410908653 30510114615      0      0   1000    0 WA 
 7006510401184000 -1446335023 -2748099089 -6156121664-51581668701-46216039344 32769995506      0      0   1000    0 WA 
 7006510431184000 -1600567970 -2884893534 -6054465747-51230072481-44972231709 34994519971      0      0   1000    0 WA 
 7006510461184000 -1753654196 -3017885124 -5946192323-50817216617-43681070631 37181266712      0      0   1000    0 WA 
 7006510491184000 -1905410221 -3146934238 -5831418311-50343313587-42344191539 39327850539      0      0   1000    0 WA 
 7006510521184000 -2055653313 -3271906238 -5710267731-49808648437-40963279142 41431924614      0      0   1000    0 WA 
 7006510551184000 -2204201705 -3392671611 -5582871580-49213579715-39540066013 43491183138      0      0   2000    0 WA 
 7006510581184000 -2350874818 -3509106111 -5449367710-48558540142-38076330983 45503364798      0      0   2000    0 WA 
 7006510611184000 -2495493479 -3621090896 -5309900683-47844036300-36573896592 47466256474      0      0   2000    0 WA 
 7006510641184000 -2637880148 -3728512653 -5164621626-47070647775-35034626196 49377695690      0      0   2000    0 WA 
 7006510671184000 -2777859131 -3831263718 -5013688073-46239026696-33460421866 51235572475      0      0   2000    0 WA 
 7006510701184000 -2915256798 -3929242188 -4857263810-45349897454-31853222450 53037831697      0      0   2000    0 WA 
 7006510731184000 -3049901801 -4022352030 -4695518701-44404056298-30215001335 54782475503      0      0   2000    0 WA 
 7006510761184000 -3181625289 -4110503179 -4528628513-43402370788-28547764130 56467565512      0      0   2000    0 WA 
 7006510791184000 -3310261118 -4193611634 -4356774740-42345779282-26853546456 58091224904      0      0   2000    0 WA 
 7006510821184000 -3435646065 -4271599540 -4180144410-41235290414-25134411738 59651640608      0      0   2000    0 WA 
 7006510851184000 -3557620039 -4344395275 -3998929890-40071982513-23392448916 61147065481      0      0   2000    0 WA 
 7006510881184000 -3676026286 -4411933517 -3813328689-38857003120-21629770234 62575820590      0      0   3000    0 WA 
 7006510911184000 -3790711600 -4474155313 -3623543246-37591568273-19848508813 63936297983      0      0   3000    0 WA 
 7006510941184000 -3901526521 -4531008138 -3429780715-36276961065-18050815621 65226963376      0      0   3000    0 WA 
 7006510971184000 -4008325540 -4582445940 -3232252739-34914529877-16238856413 66446357942      0      0   3000    0 WA 
 7006511001184000 -4110967287 -4628429188 -3031175223-33505687077-14414809088 67593099563      0      0   3000    0 WA 
 7006511031184000 -4209314724 -4668924894 -2826768102-32051908080-12580861356 68665884346      0      0   3000    0 WA 
 7006511061184000 -4303235335 -4703906650 -2619255101-30554730175-10739208415 69663488607      0      0   3000    0 WA 
 7006511091184000 -4392601302 -4733354640 -2408863495-29015750880 -8892050411 70584771072      0      0   3000    0 WA 
 7006511121184000 -4477289692 -4757255650 -2195823856-27436625928 -7041589443 71428674779      0      0   3000    0 WA 
 7006511151184000 -4557182622 -4775603075 -1980369799-25819067339 -5190026492 72194228403      0      0   3000    0 WA 
 7006511181184000 -4632167427 -4788396904 -1762737723-24164841626 -3339558529 72880547513      0      0   3000    0 WA 
 7006511211184000 -4702136822 -4795643711 -1543166548-22475767768 -1492375690 73486835744      0      0   3000    0 WA 
 7006511241184000 -4766989054 -4797356625 -1321897450-20753715090   349341242 74012385631      0      0   3000    0 WA 
 7006511271184000 -4826628050 -4793555299 -1099173593-19000601354  2183423004 74456579640      0      0   3000    0 WA 
 7006511301184000 -4880963563 -4784265878  -875239857-17218390670  4007714347 74818891696      0      0   3000    0 WA 
 7006511331184000 -4929911304 -4769520942  -650342561-15409091060  5820077203 75098888438      0      0   3000    0 WA 
 7006511361184000 -4973393069 -4749359461  -424729185-13574751923  7618393913 75296229906      0      0   3000    0 WA 
 7006511391184000 -5011336863 -4723826720  -198648086-11717461477  9400570072 75410669882      0      0   3000    0 WA 
 7006511421184000 -5043677010 -4692974251    27651778 -9839344249 11164536955 75442056351      0      0   3000    0 WA 
 7006511451184000 -5070354259 -4656859749   253921138 -7942558343 12908254135 75390332162      0      0   3000    0 WA 
 7006511481184000 -5091315879 -4615546986   479910695 -6029292549 14629712287 75255535274      0      0   3000    0 WA 
 7006511511184000 -5106515750 -4569105711   705371407 -4101763440 16326935908 75037798851      0      0   3000    0 WA 
 7006511541184000 -5115914437 -4517611546   930054774 -2162212220 17997986240 74737351012      0      0   3000    0 WA 
 7006511571184000 -5119479263 -4461145868  1153713121  -212901764 19640963829 74354513841      0      0   3000    0 WA 
 7006511601184000 -5117184370 -4399795695  1376099880  1743885886 21254010369 73889702591      0      0   3000    0 WA 
 7006511631184000 -5109010769 -4333653554  1596969867  3705851997 22835310557 73343425469      0      0   3000    0 WA 
 7006511661184000 -5094946392 -4262817350  1816079565  5670683835 24383094438 72716283712      0      0   3000    0 WA 
 7006511691184000 -5074986123 -4187390227  2033187396  7636058284 25895640246 72008971250      0      0   3000    0 WA 
 7006511721184000 -5049131829 -4107480419  2248054003  9599645610 27371276971 71222272900      0      0   3000    0 WA 
 7006511751184000 -5017392370 -4023201095  2460442518 11559111983 28808385674 70357062407      0      0   3000    0 WA 
 7006511781184000 -4979783614 -3934670200  2670118825 13512121736 30205400802 69414301665      0      0   3000    0 WA 
 7006511811184000 -4936328432 -3842010296  2876851824 15456340113 31560812082 68395039950      0      0   3000    0 WA 
 7006511841184000 -4887056696 -3745348387  3080413696 17389436133 32873166174 67300413027      0      0   3000    0 WA 
 7006511871184000 -4832005261 -3644815752  3280580156 19309085944 34141068563 66131642257      0      0   3000    0 WA 
 7006511901184000 -4771217940 -3540547763  3477130709 21212976332 35363185584 64890033008      0      0   3000    0 WA 
 7006511931184000 -4704745463 -3432683697  3669848900 23098808049 36538246421 63576972628      0      0   3000    0 WA 
 7006511961184000 -4632645433 -3321366549  3858522557 24964298975 37665044710 62193927779      0      0   3000    0 WA 
 7006511991184000 -4554982273 -3206742835  4042944023 26807186735 38742439196 60742441879      0      0   3000    0 WA 
 7006512021184000 -4471827157 -3088962396  4222910383 28625231288 39769354329 59224133125      0      0   2000    0 WA 
 7006512051184000 -4383257944 -2968178200  4398223687 30416217415 40744781121 57640692213      0      0   2000    0 WA 
 7006512081184000 -4289359100 -2844546141  4568691163 32177956693 41667777797 55993880340      0      0   2000    0 WA 
 7006512111184000 -4190221611 -2718224839  4734125427 33908289994 42537470720 54285527836      0      0   2000    0 WA 
 7006512141184000 -4085942894 -2589375428  4894344685 35605090713 43353055425 52517532035      0      0   2000    0 WA 
 7006512171184000 -3976626692 -2458161352  5049172935 37266267433 44113796970 50691854384      0      0   2000    0 WA 
 7006512201184000 -3862382969 -2324748157  5198440151 38889765877 44819029886 48810518112      0      0   2000    0 WA 
 7006512231184000 -3743327792 -2189303279  5341982466 40473570924 45468158438 46875606553      0      0   2000    0 WA 
 7006512261184000 -3619583212 -2051995838  5479642355 42015709029 46060657244 44889261623      0      0   2000    0 WA 
 7006512291184000 -3491277135 -1912996422  5611268800 43514251232 46596072319 42853682176      0      0   2000    0 WA 
 7006512321184000 -3358543183 -1772476872  5736717464 44967316864 47074022399 40771120522      0      0   2000    0 WA 
 7006512351184000 -3221520542 -1630610064  5855850840 46373075669 47494198259 38643877719      0      0   2000    0 LA 
 7006512381184000 -3080353816 -1487569697  5968538395 47729748693 47856361577 36474301413      0      0   1000    0 LA 
 7006512411184000 -2935192863 -1343530076  6074656707 49035610244 48160345582 34264784502      0      0   1000    0 LA 
 7006512441184000 -2786192638 -1198665900  6174089596 50288990522 48406055941 32017762448      0      0   1000    0 LA 
 7006512471184000 -2633513015 -1053152039  6266728249 51488278302 48593470386 29735709607      0      0   1000    0 LA 
 7006512501184000 -2477318613  -907163327  6352471331 52631922822 48722637436 27421135758      0      0   1000    0 LA 
 7006512531184000 -2317778612  -760874345  6431225084 53718435602 48793675706 25076583162      0      0   1000    0 LA 
 7006512561184000 -2155066558  -614459216  6502903422 54746392110 48806772498 22704622878      0      0   1000    0 WA 
 7006512591184000 -1989360178  -468091400  6567428010 55714431973 48762181792 20307852365      0      0   1000    0 WA 
 7006512621184000 -1820841181  -321943495  6624728348 56621259608 48660223912 17888894604      0      0   1000    0 WA 
 7006512651184000 -1649695064  -176187039  6674741837 57465646196 48501286140 15450396367      0      0      0    0 WA 
 7006512681184000 -1476110907   -30992306  6717413852 58246431784 48285822760 12995025109      0      0      0    0 WA 
 7006512711184000 -1300281166   113471890  6752697799 58962526981 48014354071 10525465696      0      0      0    0 WA 
 7006512741184000 -1122401455   257038396  6780555157 59612914454 47687465083  8044417508      0      0      0    0 WA 
 7006512771184000  -942670333   399541907  6800955526 60196650249 47305804470  5554591478      0      0      0    0 WA 
 7006512801184000  -761289077   540819161  6813876648 60712864857 46870083688  3058707281      0      0      0    0 WA 
 7006512831184000  -578461462   680709120  6819304437 61160764177 46381075890   559490462      0      0      0    0 WA 
 7006512861184000  -394393528   819053160  6817232987 61539630189 45839614319 -1940330006      0      0      0    0 WD 
 7006512891184000  -209293357   955695243  6807664584 61848822049 45246591124 -4438023673      0      0      0    0 WD 
 7006512921184000   -23370835  1090482094  6790609701 62087777757 44602956702 -6930861067      0      0      0    0 WD 
 7006512951184000   163162589  1223263378  6766086999 62256015870 43909719194 -9416117362      0      0      0    0 WD 
 7006512981184000   350094140  1353891868  6734123294 62353136168 43167942918-11891077099      0      0      0    0 WD 
 7006513011184000   537209966  1482223612  6694753536 62378819110 42378745187-14353037461      0      0      0    0 WD 
 7006513041184000   724295375  1608118084  6648020759 62332825605 41543294086-16799309109      0      0      0    0 WD 
 7006513071184000   911135083  1731438340  6593976045 62214998387 40662808083-19227217525      0      0      0    0 WD 
 7006513101184000  1097513455  1852051164  6532678473 62025263453 39738555135-21634106883      0      0      0    0 WD 
 7006513131184000  1283214762  1969827218  6464195057 61763629610 38771850335-24017343841      0      0  -1000    0 WD 
 7006513161184000  1468023422  2084641173  6388600673 61430188020 37764053621-26374319176      0      0  -1000    0 LD 
