DSIDP TDX-ORB-3-RSO+CTS-RSG_2019_067_22_00_2019_068_12_00
COMENT TerraSAR-X SST Two-Step Processing
COMENT For best results cut the orbit to the period
COMENT 22:50:00 - 10:50:00
COSPAR 2010-030A
PERIOD  70055 79251184000  70065 43281184000
INIREV 48321
OBSINF SLR n = 16
OBSINF GPC n = 11723
OBSINF GPP n = 11723
PARAMS MNA EX  EY  EZ  EXD EYD EZD BTC BTS BTD BTT BNC BNS BND BNT
QUALCO Sta_Dev_Initial_Elements = 8 11 12 mm, 20 19 21 mu/s
 70065  351184000  -407826937 -6465630144  2334526097-13554182648 26569275040 70878380125      0      0   3000    0 WA 
 70065  381184000  -448079287 -6382310747  2545835589-13276518250 28971719035 69981675276      0      0   3000    0 WA 
 70065  411184000  -487461082 -6291832829  2754339026-12973890763 31341164843 69007851146      0      0   3000    0 WA 
 70065  441184000  -525898150 -6194299475  2959806660-12646782902 33674894332 67957994539      0      0   3000    0 WA 
 70065  471184000  -563317819 -6089821857  3162012126-12295715256 35970231909 66833273871      0      0   3000    0 WA 
 70065  501184000  -599649040 -5978519110  3360732688-11921247180 38224545231 65634940653      0      0   3000    0 LA 
 70065  531184000  -634822498 -5860518196  3555749490-11523976524 40435250100 64364330104      0      0   3000    0 LA 
 70065  561184000  -668770730 -5735953751  3746847806-11104537916 42599815198 63022859152      0      0   3000    0 LA 
 70065  591184000  -701428227 -5604967921  3933817279-10663601673 44715765748 61612024190      0      0   3000    0 LA 
 70065  621184000  -732731546 -5467710188  4116452158-10201872486 46780686999 60133398408      0      0   3000    0 LA 
 70065  651184000  -762619405 -5324337183  4294551523 -9720087570 48792226739 58588628756      0      0   2000    0 LA 
 70065  681184000  -791032783 -5175012499  4467919502 -9219015233 50748096595 56979433426      0      0   2000    0 LA 
 70065  711184000  -817915007 -5019906499  4636365484 -8699454243 52646073182 55307600893      0      0   2000    0 LA 
 70065  741184000  -843211847 -4859196111  4799704326 -8162233216 54484001475 53574989181      0      0   2000    0 LA 
 70065  771184000  -866871602 -4693064624  4957756563 -7608209283 56259798392 51783523138      0      0   2000    0 LA 
 70065  801184000  -888845183 -4521701464  5110348598 -7038266788 57971454666 49935191921      0      0   2000    0 LA 
 70065  831184000  -909086194 -4345301972  5257312899 -6453316170 59617037289 48032047442      0      0   2000    0 LA 
 70065  861184000  -927551006 -4164067170  5398488179 -5854292461 61194692967 46076201534      0      0   2000    0 LA 
 70065  891184000  -944198833 -3978203515  5533719573 -5242153445 62702650297 44069821905      0      0   2000    0 LA 
 70065  921184000  -958991790 -3787922657  5662858796 -4617878202 64139220865 42015128894      0      0   2000    0 LA 
 70065  951184000  -971894964 -3593441184  5785764301 -3982465853 65502800350 39914393039      0      0   2000    0 LA 
 70065  981184000  -982876465 -3394980368  5902301428 -3336933812 66791870029 37769932624      0      0   1000    0 LA 
 70065 1011184000  -991907481 -3192765908  6012342534 -2682315938 68004998367 35584110554      0      0   1000    0 LA 
 70065 1041184000  -998962323 -2987027666  6115767132 -2019661275 69140841302 33359331176      0      0   1000    0 LA 
 70065 1071184000 -1004018474 -2777999405  6212462007 -1350033044 70198142262 31098038598      0      0   1000    0 LA 
 70065 1101184000 -1007056624 -2565918525  6302321332  -674507081 71175733582 28802715757      0      0   1000    0 LA 
 70065 1131184000 -1008060705 -2351025793  6385246789     5830199 72072539107 26475882058      0      0   1000    0 WA 
 70065 1161184000 -1007017926 -2133565063  6461147665   689883399 72887575275 24120089662      0      0   1000    0 LA 
 70065 1191184000 -1003918792 -1913783004  6529940950  1376548985 73619951684 21737921149      0      0   1000    0 LA 
 70065 1221184000  -998757130 -1691928812  6591551426  2064716458 74268872750 19331986932      0      0   1000    0 LA 
 70065 1251184000  -991530107 -1468253926  6645911740  2753270266 74833638457 16904921772      0      0      0    0 WA 
 70065 1281184000  -982238241 -1243011744  6692962481  3441091282 75313644567 14459382096      0      0      0    0 WA 
 70065 1311184000  -970885414 -1016457329  6732652233  4127057948 75708383569 11998043115      0      0      0    0 WA 
 70065 1341184000  -957478870  -788847123  6764937630  4810048508 76017444708  9523595044      0      0      0    0 WA 
 70065 1371184000  -942029218  -560438657  6789783397  5488943356 76240512822  7038740941      0      0      0    0 WA 
 70065 1401184000  -924550422  -331490262  6807162384  6162626367 76377368971  4546195595      0      0      0    0 WA 
 70065 1431184000  -905059784  -102260780  6817055603  6829986244 76427891845  2048682779      0      0      0    0 WA 
 70065 1461184000  -883577933   126990730  6819452243  7489918194 76392058416  -451068050      0      0      0    0 WD 
 70065 1491184000  -860128799   356005287  6814349688  8141325725 76269943988 -2950325555      0      0      0    0 WD 
 70065 1521184000  -834739589   584524282  6801753513  8783122338 76061721003 -5446360010      0      0      0    0 WD 
 70065 1551184000  -807440751   812289770  6781677477  9414233093 75767658062 -7936445368      0      0      0    0 WD 
 70065 1581184000  -778265939  1039044752  6754143510 10033595943 75388120041-10417861314      0      0      0    0 WD 
 70065 1611184000  -747251972  1264533473  6719181691 10640163122 74923568161-12887895922      0      0      0    0 WD 
 70065 1641184000  -714438789  1488501702  6676830217 11232902689 74374559897-15343848465      0      0      0    0 WD 
 70065 1671184000  -679869399  1710697026  6627135369 11810800127 73741748794-17783032824      0      0      0    0 LD 
 70065 1701184000  -643589826  1930869137  6570151457 12372860160 73025882940-20202781488      0      0      0    0 LD 
 70065 1731184000  -605649050  2148770106  6505940763 12918108296 72227802190-22600447552      0      0      0    0 LD 
 70065 1761184000  -566098942  2364154663  6434573481 13445591846 71348438030-24973404833      0      0  -1000    0 LD 
 70065 1791184000  -524994194  2576780472  6356127646 13954380981 70388815198-27319050809      0      0  -1000    0 LD 
 70065 1821184000  -482392257  2786408410  6270689063 14443570189 69350051166-29634811320      0      0  -1000    0 LD 
 70065 1851184000  -438353254  2992802843  6178351207 14912280039 68233354100-31918144553      0      0  -1000    0 LD 
 70065 1881184000  -392939909  3195731895  6079215131 15359658402 67040019936-34166543682      0      0  -1000    0 LD 
 70065 1911184000  -346217459  3394967705  5973389351 15784881590 65771430798-36377537784      0      0  -1000    0 LD 
 70065 1941184000  -298253569  3590286690  5860989743 16187156072 64429055193-38548694255      0      0  -1000    0 LD 
 70065 1971184000  -249118235  3781469800  5742139415 16565719992 63014446228-40677623049      0      0  -1000    0 LD 
 70065 2001184000  -198883690  3968302766  5616968579 16919844031 61529237903-42761978475      0      0  -1000    0 LD 
 70065 2031184000  -147624307  4150576340  5485614420 17248832628 59975144664-44799459088      0      0  -2000    0 LD 
 70065 2061184000   -95416491  4328086542  5348220955 17552025499 58353962415-46787811222      0      0  -2000    0 LD 
 70065 2091184000   -42338575  4500634898  5204938885 17828798148 56667566337-48724833318      0      0  -2000    0 LD 
 70065 2121184000    11529288  4668028676  5055925434 18078562797 54917909246-50608378332      0      0  -2000    0 LD 
 70065 2151184000    66105244  4830081119  4901344182 18300771104 53107020114-52436358856      0      0  -2000    0 LD 
 70065 2181184000   121305850  4986611661  4741364870 18494915388 51236997381-54206752467      0      0  -2000    0 LD 
 70065 2211184000   177046201  5137446130  4576163215 18660526502 49310003456-55917600320      0      0  -2000    0 LD 
 70065 2241184000   233240044  5282416936  4405920711 18797174033 47328265451-57567007681      0      0  -2000    0 LD 
 70065 2271184000   289799892  5421363263  4230824439 18904469660 45294069617-59153146798      0      0  -2000    0 LD 
 70065 2301184000   346637163  5554131236  4051066867 18982068229 43209758315-60674250699      0      0  -2000    0 LD 
 70065 2331184000   403662301  5680574102  3866845678 19029667156 41077738593-62128613553      0      0  -2000    0 LD 
 70065 2361184000   460784905  5800552430  3678363563 19047006592 38900482905-63514602181      0      0  -3000    0 LD 
 70065 2391184000   517913863  5913934292  3485827997 19033870778 36680521791-64830661025      0      0  -3000    0 LD 
 70065 2421184000   574957484  6020595441  3289451006 18990091049 34420443111-66075313344      0      0  -3000    0 LD 
 70065 2451184000   631823647  6120419473  3089448912 18915549748 32122887528-67247174264      0      0  -3000    0 LD 
 70065 2481184000   688419949  6213297959  2886042045 18810176494 29790524933-68344953877      0      0  -3000    0 LD 
 70065 2511184000   744653842  6299130509  2679454489 18673941637 27426049564-69367436007      0      0  -3000    0 LD 
 70065 2541184000   800432750  6377824879  2469913874 18506859412 25032198860-70313475614      0      0  -3000    0 LD 
 70065 2571184000   855664212  6449297106  2257651139 18308992116 22611753719-71182014535      0      0  -3000    0 LD 
 70065 2601184000   910256027  6513471620  2042900256 18080449936 20167527963-71972086841      0      0  -3000    0 LD 
 70065 2631184000   964116393  6570281332  1825897961 17821390028 17702360909-72682819182      0      0  -3000    0 WD 
 70065 2661184000  1017154051  6619667702  1606883467 17532015834 15219111205-73313429343      0      0  -3000    0 WD 
 70065 2691184000  1069278421  6661580792  1386098203 17212576863 12720654436-73863223990      0      0  -3000    0 WD 
 70065 2721184000  1120399741  6695979313  1163785545 16863368501 10209882412-74331599459      0      0  -3000    0 WD 
 70065 2751184000  1170429203  6722830676   940190541 16484732201  7689700948-74718043410      0      0  -3000    0 LD 
 70065 2781184000  1219279093  6742111026   715559638 16077056227  5163026936-75022137187      0      0  -3000    0 WD 
 70065 2811184000  1266862933  6753805267   490140393 15640774705  2632781781-75243558559      0      0  -3000    0 WD 
 70065 2841184000  1313095612  6757907065   264181190 15176365171   101885135-75382079468      0      0  -3000    0 WD 
 70065 2871184000  1357893515  6754418843    37930956 14684348167 -2426746032-75437564047      0      0  -3000    0 WD 
 70065 2901184000  1401174656  6743351767  -188361113 14165287617 -4950199817-75409970422      0      0  -3000    0 WD 
 70065 2931184000  1442858803  6724725724  -414445838 13619790010 -7465574113-75299351029      0      0  -3000    0 WD 
 70065 2961184000  1482867606  6698569291  -640074336 13048503536 -9969980015-75105851946      0      0  -3000    0 WD 
 70065 2991184000  1521124723  6664919686  -864998306 12452117306-12460545070-74829712859      0      0  -3000    0 WD 
 70065 3021184000  1557555938  6623822715 -1088970304 11831360359-14934417072-74471266898      0      0  -3000    0 WD 
 70065 3051184000  1592089281  6575332706 -1311744024 11187000596-17388767694-74030940037      0      0  -3000    0 WD 
 70065 3081184000  1624655143  6519512432 -1533074578 10519843778-19820795908-73509250441      0      0  -3000    0 WD 
 70065 3111184000  1655186388  6456433024 -1752718770  9830732503-22227731382-72906807715      0      0  -3000    0 WD 
 70065 3141184000  1683618461  6386173874 -1970435368  9120545151-24606837873-72224312124      0      0  -3000    0 WD 
 70065 3171184000  1709889494  6308822526 -2185985377  8390194589-26955416723-71462553645      0      0  -3000    0 WD 
 70065 3201184000  1733940410  6224474560 -2399132303  7640626658-29270810169-70622410754      0      0  -3000    0 WD 
 70065 3231184000  1755715013  6133233466 -2609642420  6872818793-31550404457-69704849176      0      0  -3000    0 WD 
 70065 3261184000  1775160090  6035210501 -2817285028  6087778845-33791633022-68710920580      0      0  -3000    0 WD 
 70065 3291184000  1792225490  5930524551 -3021832710  5286543861-35991979614-67641761066      0      0  -3000    0 WD 
 70065 3321184000  1806864222  5819301970 -3223061580  4470178713-38148981277-66498589580      0      0  -3000    0 WD 
 70065 3351184000  1819032523  5701676417 -3420751533  3639774631-40260231431-65282706234      0      0  -3000    0 WD 
 70065 3381184000  1828689946  5577788682 -3614686482  2796447608-42323382922-63995490224      0      0  -3000    0 WD 
 70065 3411184000  1835799424  5447786505 -3804654595  1941336646-44336150551-62638397570      0      0  -3000    0 WD 
 70065 3441184000  1840327341  5311824386 -3990448519  1075602009-46296313254-61212959050      0      0  -3000    0 WD 
 70065 3471184000  1842243592  5170063388 -4171865605   200423529-48201716280-59720778209      0      0  -3000    0 WD 
 70065 3501184000  1841521636  5022670937 -4348708118  -683001017-50050273352-58163529298      0      0  -2000    0 WD 
 70065 3531184000  1838138553  4869820612 -4520783453 -1573457370-51839968742-56542955142      0      0  -2000    0 WD 
 70065 3561184000  1832075089  4711691932 -4687904331 -2469716264-53568859373-54860864897      0      0  -2000    0 WD 
 70065 3591184000  1823315695  4548470131 -4849888997 -3370535078-55235076786-53119131377      0      0  -2000    0 WD 
 70065 3621184000  1811848572  4380345939 -5006561408 -4274659432-56836828146-51319688352      0      0  -2000    0 WD 
 70065 3651184000  1797665698  4207515348 -5157751409 -5180824273-58372396666-49464529442      0      0  -2000    0 WD 
 70065 3681184000  1780762860  4030179383 -5303294920 -6087755499-59840144399-47555707885      0      0  -2000    0 WD 
 70065 3711184000  1761139679  3848543860 -5443034102 -6994172895-61238516549-45595333271      0      0  -2000    0 WD 
 70065 3741184000  1738799620  3662819132 -5576817525 -7898792466-62566042640-43585566205      0      0  -2000    0 WD 
 70065 3771184000  1713750008  3473219840 -5704500314 -8800327459-63821335471-41528615529      0      0  -2000    0 WD 
 70065 3801184000  1686002029  3279964659 -5825944290 -9697489515-65003091806-39426737479      0      0  -2000    0 WD 
 70065 3831184000  1655570732  3083276046 -5941018111-10588990572-66110094442-37282233447      0      0  -1000    0 WD 
 70065 3861184000  1622475032  2883379979 -6049597406-11473544654-67141213296-35097446604      0      0  -1000    0 WD 
 70065 3891184000  1586737694  2680505695 -6151564889-12349869344-68095405825-32874759102      0      0  -1000    0 WD 
 70065 3921184000  1548385323  2474885428 -6246810477-13216687371-68971717451-30616589242      0      0  -1000    0 WD 
